Schlosskeller Windecken,,,Nidderau,,http://schlosskeller-windecken.de/bandanfrage/
Hesseneck,,,Frankfurt,,hesseneck@wonko42.de
Gully,,,Aschaffenburg,,wirimgully@web.de
Jugendhaus Schatoh,,,Ilmenau,,schatoh@gmx.de
Klanggerüst,,,Erfurt,,booking@klanggeruest.de
Jugendhaus West,,,Stuttgart,,konzerte-west@jugendhaus.net
JUZ Mannheim,,,Mannheim,,konzertanfrage@juz-mannheim.de
p8,,,Karlsruhe,,https://www.p-acht.org/contact_form/
Komma,,,Esslingen,,booking@komma.info
,,,,,
Rocklegende,,,Bad Mergentheim,,info@rocklegende-mgh.com
Klaue,,,Braunschweig,,klauebar@gmail.com
Theaterkeller,,,Göttingen,,theaterkeller-konzertgruppe@gmx.de
Kulturbahnhof,,,Uslar,,info@kulturbahnhof-uslar.de
AJK,,,Bad Kreuznach,,booking@AJK-Kulturzentrum.de
Pooca Bar,,,Hamburg,,marc@pooca-bar.com
Reil78,,,Halle,,reil78@yahoo.de
Atari,,,Leipzig,,concert@bildet-laeden.de
Basta Club,,,Görlitz,,booking@basta-club.net
Aaltra Chemitz,,,Chemnitz,,info@aaltra-chemnitz.de
Cassiopeia,,,Berlin,,https://cassiopeia-berlin.de/kontakt/
Zukunft,,,Berlin,,konzerte@zukunft-ostkreuz.de
xb-liebig,,,Berlin,,xb@riseup.net
Chekov,,,Cottbus,,chekov.cottbus@googlemail.com
Ernst Kirchweger Haus,,,Wien,,ekhaus@med-user.net
Musikkombinat,,,Magdeburg,,kontakt@musikkombinat.de
Cafe Wagner,,,Jena,,cafewagner@gmx.de
,,,,,
Speiches Blues und Rockkneipe,,,Berlin,,garbatyteam@web.de
Zur Pferdetränke,,,Krummin,,info@pferdetraenke-krummin.de
John Barnett,,,Potsdam,,john-barnett@web.de
Shamrock Irish Pub,,,Ingolstadt,,info@shamrockin.de
Bernies Bluesbar,,,St Goarshausen,,Bernhard.Schiffmann@gmx.com
,,,,,
Yorkschlösschen,,,Berlin,,info@yorckschloesschen.de
Geyerwally,,,München,,geyerwally@zierers.de
Gestern,,,Sulzbach-Rosenberg,,lebegern47@freenet.de
Murphy's,,,Ottobrunn,,matinmoja@gmail.com
Schorschbar,,,München,,info@schorschbar.de
Feuchters Essen und Kultur,,,Schrozberg,,Fam-Feuchter@t-online.de
Kulturcafe M,,,Dohna,,ChristophMitschke@gmx.net
Körners Stübchen,,,Dortmund,,thomas@marzinek.de
Stereo Music Bar,,,Bad Staffelstein,,stereomusicbar@gmx.de
Shelter Music Pub,,,Bad Tölz,,contact@sheltermusic.pub
Notenschlüssel,,,Leverkusen,,info@notenschluessel-lev.de
Spieker,,,Kiel,,spieker@mailbox.org
The Shakespeare,,,Herdecke,,info@the-shakespeare.pub
Irish Pub,,,Haslach,,irishpubhaslach@gmail.com
Mittendrin,,,Bruckmühl,,info@mittendrin-bruckmuehl.de
Amici Bar,,,Ettenheim,,
Blues Bar Restaurant,,,Freiburg,,info@blues-bar-restaurant.de
Reesegarden,,,Augsburg,,mail@thorbraeu.de
Buena Ressa,,,Rees,,kontakt@buenaressa.de
Kilians Pub,,,München,,kilians@pdpf.de
Bar Alisa,,,Geisenfeld,,kontakt@bar-alisa.de
Alte Kaffeerösterei,,,Lünen,,alte.kaffeeroesterei.luenen@gmail.com
,,,,,
Jazzclub Armer Konrad,,,Weinstadt,,jakpoint@jak-weinstadt.de
Hirsch,,,Metzingen,,info@zbglems.de
franz.K,,,Reutlingen,,info@franzk.net
Zum fröhlichen Nix,,,Blaubeuren,,jetzt@zumnix.de
Ziegelhütte,,,Neibsheim,,ziegelhuette.neibsheim@gmail.com
Dos Amigos,,,Oberbuchsiten,,mail@dosamigos.ch
Reuterstüble,,,Leibertingen,,
Rockcafe Ringkeller,,,Zwickau,,
Ratskeller,,,Hainichen,,kuenstler@kneipe-eigenartig.de
All die Kunst,,,Velbert-Langenberg,,info@alldiekunst.com
S'Gwölb,,,Winterthur,,info@sgwoelb.ch
Cafe Art,,,Walldorf,,cafeart@t-online.de
Havana,,,Karlsruhe,,
Bierfabrik,,,Pockau-Lengenfeld,,info@bierfabrik-erzgebirge.de#
Dorfschänke,,,Karlsruhe,,info@dorfschaenke-ka.de
Landhuus,,,Oberuzwil,,jose@landhuus-music-bar.ch
Crossroads,,,Stutensee,,evacrossroads@gmail.com
,,,,,
Brauhaus Sternen,,,Hambrücken,,#ERROR!
Jubez,,,Karlsruhe,,j.weber@stja.de
Blaues Haus,,,Bolanden,,ruley@web.de
Blues,,,Rhede,,info@blues-rhede.de
,,,,,
Wespennest,,,Neustadt a.d.W.,,info@kulturverein-wespennest.de
Alt Werdohl,,,Werdohl,,markus@alt-werdohl.de
Zum Adler,,,Weisenheim,,peter@adler-weisenheim.de
Holzwurm,,,Philippsburg,,info@Holzwurm-DieKneipe.de
Schloßscheune,,,Fußgönheim,,andreas.sprinzl@gmx.de
s'Milchhaisl,,,Graben-Neudorf,,#ERROR!
Gehring's Kommode,,,Mannheim,,info@nekk99.de
Crazy Lion,,,Achern,,kontakt@crazy-lion.de
Musikkneipe Adler,,,Stutensee-Spöck,,07249/951511
Tonellis,,,Leipzig,,info@tonellis.de
Haus am Klein-Erzgebirge,,,Oederan,,info@klein-erzgebirge.de
Steffis Klause,,,Heidelberg,,#ERROR!
Cave54,,,Heidelberg,,info@cave54.de
Vigo,,,Sasbach,,heikekathleen66@gmail.com
Zur alten Post,,,Wegberg,,freddys-post@gmx.de
Groove Club,,,Rheinau,,info@grooveclub.ch
Cord Club,,,München,,info@cord.tv
Feierwerk,,,München,,booking@feierwerk.de
Bar Gabanyi,,,München,,mail@bar-gabanyi.de
,,,,,
Kantine,,,Augsburg,,info@musikkantine.de
Weberknecht,,,Wien,,booking@weberknecht.net
Freiraum Übersee,,,Übersee,,info@freiraum-uebersee.de
Gasthaus zum Bräu,,,Garching,,hans@luckymanconcerts.de
Roundhouse Kaufbeuren,,,Kaufbeuren,,info@roundhouse.de
Mojo Music Club,,,Kleinstaasdorf,,
Jugend und Kulturzentrum Explosiv,,,Graz,,booking@explosiv.at
Industrie 45,,,Zug,,contact@i45.ch
Alte Kaserne,,,Landshut,,martin.mezger@landshut.de
Cafe Lounge Festung,,,Traunstein,,info@cafe-festung.de
Bogaloo,,,Pfarrkirchen,,jo@bogaloo.de
Salute,,,Weiden i.d.O.,,info@salute-club.de
Sonic,,,Erding,,info@sonic-erding.de
Centralstation,,,Darmstadt,,Meike.Heinigk@centralstation-darmstadt.de
Pfarrscheune Schenkenberg,,,Schenkenberg,,
Cafe Forster,,,Schondorf,,ernst-cafe-forster@chefmail.de
Cafe Central,,,Weinheim,,booking@cafecentral.de
Schaffnerlos,,,Waldershof,,schaffner@schaffnerlos.de
B72,,,Wien,,https://www.b72.at/booking-and-tech
Doubles Starclub,,,Donauwörth,,double@doublesweb.de
Tunnel Vienna Live,,,Wien,,events@tunnel-vienna-live.at
Szene,,,Wien,,office@szenewien.com
Louisiana Blues Pub,,,Wien,,
Cafe Falk,,,Wien,,cafefalk@cafefalk.at
Cafe Amadeus,,,Wien,,
Saloon Donauplex,,,Wien,,office@saloon.at
Club 1019,,,Wien,,office@1019jazzclub.at
Schutzhaus Zukunft,,,Wien,,schutzhaus.zukunft@aon.at
Kulisse Wien,,,Wien,,office@kulisse.at
Hafenklang,,,Hamburg,,https://www.hafenklang.com/kontakt-anfahrt.html
Musigburg,,,Aarburg,,info@musigburg.ch
Rare Guitar,,,Münster,,booking@rareguitar.de
Golden Nugget,,,Nürnberg,,wolfgang_hanika@web.de
Alte Brauerei,,,Annaberg-Bucholz,,booking@altebrauerei-annaberg.de
Kulturpalast Linden,,,Hannover,,Kulturpalast@googlemail.com
,,,,,
7180 Bar,,,Crailsheim,,oralmuell@yahoo.de
Kulturschock,,,Lauda-Königshofen,,info@kulturschock-koenigshofen.de
Blues Corner,,,Lohr,,bluescorner-thea@web.de
,,,,,
Cafe Beans,,,Langen,,booking@cafebeans.de
Stilbruch,,,Bamberg,,info@stilbruch-bamberg.de
Bistro Billiard Cafe Carambolage,,,Klingenberg,,info@carambolage.info
Bahnhof Würzbach,,,Würzbach,,steffiwolter@gmx.net
Cafe Projekt Eins,,,Jossgrund,,
Last Orders Pub,,,Neubrandenburg,,webmaster@lastorders-pub.de
BrownSugar Rockcafe,,,Nürnberg,,rockcafe-brownsugar@arcor.de
Dudelsack,,,Bad Kreuznach,,info@dudelsack-bk.de
Heiligenmühle,,,Erfurt,,j-naue@heiligenmuehle.de
,,,,,
,,,,,
,,,,,
Brückenkopf,,,Hanau,,info@brueckenkopf-hanau.de
Spessarttor,,,Hain im Spessart,,mail@spessarttor.com
Liesl,,,Karlstadt,,info@liesl-karlstadt.com
Tafelhalle,,,Nürnberg,,https://www.nuernberg.de/global/ajax_kontaktformular.html?cfid=71481
Loophole,,,Berlin,,lh@loophole-berlin.com
SO36,,,Berlin,,anita@so36.de
Urban Spree,,,Berlin,,booking@urbanspree.com
Sandmann,,,Berlin,,info@sandmann-berlin.de
A Trane,,,Berlin,,info@a-trane.de
Jazzkeller 69,,,Berlin,,info@jazzkeller69.de
B Flat,,,Berlin,,mail@b-flat-berlin.de
Blues Garage Berlin,,,Berlin,,(030) 779 09 335
Soulcat,,,Berlin,,soulcatberlin@gmail.com
Kunstfabrik Schlot,,,Berlin,,info@kunstfabrik-schlot.de
,,,,,
Zig Zag Jazz Club,,,Berlin,,zigzagjazzclub@gmail.com
Jazz Cafe Berlin,,,Berlin,,info@jazzcafeberlin.de
E&M Leydecke,,,Berlin,,030 / 216 29 73
,,,,,
Cafe Fincan,,,Berlin,,konzerte@fincan.eu
Cafe Bar Südwest,,,Berlin,,chrisdosedla@gmail.com
Die kleine Weltlaterne,,,Berlin,,kleine.weltlaterne@berlin.de
Wild at Heart,,,Berlin,,info@wildatheartberlin.de
Terzo Mondo,,,Berlin,,info@terzomondo.de
Privatclub,,,Berlin,,info@privatclub-berlin.de
Peppi Guggenheim,,,Berlin,,booking@peppi-guggenheim.de
Panke,,,Berlin,,lize@pankeculture.com
Madame Claude,,,Berlin,,mme.claude.booking@gmail.com
Lagari,,,Berlin,,lagari@web.de
Im Fahrradkeller,,,Berlin,,webcontact2@im-fahrradkeller.de
Dodo Club,,,Berlin,,rolf@dodo-berlin.de
Culture Container,,,Berlin,,booking@culture-container.com
Cafe Tasso,,,Berlin,,info@cafe-tasso.de
Bar BoBu,,,Berlin,,info@butterhandlung.de
Gaststätte Stock,,,Hagen,,#ERROR!
Balou,,,Osnabrück,,info@balou-os.de
Cafe Glocksee,,,Hannover,,mail@cafe-glocksee.de
Red Horn District,,,Horn-Bad Meinberg,,joerg@redhorndistrict.de
Lagerhalle,,,Osnabrück,,lagerhalle@osnanet.de
Nienburger Kulturwerk,,,Nienburg,,m.buehrmann@nienburger-kulturwerk.de
Jazzclub Hannover,,,Hannover,,https://www.jazz-club.de/index.php/kontakt
Filou - Die Kneipe,,,Wunstorf,,tim@filou-die-kneipe.de
Kulturhaus Kalle,,,Garbsen,,andrea.roppelt@garbsen.de
Kuriosum,,,Hannover,,czerwinski@kuriosum.com
Barnaby's Blues Bar,,,Braunschweig,,info@barnabys-bs.de
Sumpfblume,,,Hameln,,info@sumpfblume.de
ASB-Bahnhof Barsinghausen,,,Barsinghausen,,info@asb-hannoverland-shg.de
,,,,,
Bronco's,,,Hannover,,info@and-me-events.de
Clubhaus 06,,,Hannover,,info@clubhaus06.de
DRK-Kaufbar,,,Braunschweig,,event@drk-kaufbar.de
Feinkost Lampe,,,Hannover,,feinkostlampe@feinkostlampe.de
Frosch,,,Hannover,,bands@frosch-hannover.de
Gaststätte Schaper,,,Lehrte,,klaus.schaper@t-online.de
Herzblut Bar,,,Mellendorf,,info@herzblut-bar.de
Jever Klause,,,Salzgitter,,#ERROR!
Kunst & Bühne,,,Celle,,info@kunstundbuehne.de
K3 - Die Kneipe,,,Hameln,,info@k3-hamelnl.de
Kesselhaus,,,Lauenau,,tommiritter@gmx.de
Krass Unartig,,,Hannover,,vakid@gmx.net
Litteranova,,,Hildesheim,,kontakt@litteranova.de
Mariechen,,,Springe,,info@mariechen-springe.de
Marlene,,,Hannover,,info@marlene-hannover.de
MokkaBär,,,Braunschweig,,ollokow1887@gmail.com
Nexus,,,Braunschweig,,veranstaltungen@dasnexus.de
Schabreu,,,Braunschweig,,https://schabreu.de/bewerbungsseite-fuer-bands-und-musiker/
Strangriede Stage,,,Hannover,,info@strangriedestage.de
Region Ruhrpott,,,,,
Alter Schlachthof,,,Soest,,info@schlachthof-soest.de
Black Box,,,Münster,,cuba@muenster.de
Cafe Stilbruch,,,Gladbeck,,edyta-baniewicz@gmx.de
Cafe Zweistein,,,Wuppertal,,info@zweistein-wuppertal.de
Corner Inn,,,Hamm,,corner-inn-hamm@web.de
Wohnzimmer GE,,,Gelsenkirchen,,booking@wohnzimmer-ge.de
Dexter Island,,,Duisburg,,info@dexter-island.de
Die Trompete,,,Bochum,,info@die-trompete.de
Druckluft,,,Oberhausen,,sprycha@drucklufthaus.de
Flottmann Kneipe,,,Herne,,info@flottmannkneipe.de
Grammatikoff,,,Duisburg,,buero@grammatikoff.com
Hot Jazz Club,,,Münster,,https://www.hotjazzclub.de/kontakt/booking/
Jazz Club Krefeld,,,Krefeld,,info@jazzklub-krefeld.de
Jugend Zentrum KARO,,,Wesel,,jz-karo@gmx.de
La Cave,,,Ratingen,,#ERROR!
Lumberjacks Diner,,,Selm,,events@lumberjacks-diner.de
Raumfahrtzentrum Saarner Kuppe,,,Mühlheim,,dietmar@raumfahrtzentrumsaarnerkuppe.de
Raumschiff Ruhr,,,Essen,,info@raumschiff.ruhr
Gdanska,,,Oberhausen,,info@gdanska.de
Rick's Cafe,,,Duisburg,,appenzeller-duisburg@t-online.de
Rockkneipe Tröte,,,Meschede,,troete82@web.de
Schnabulenz,,,Münster,,info@schnabulenz.de
Spatz und Wal,,,Unna,,info@spatz-und-wal.de
Hafenschänke,,,Dortmund,,info@hafenschaenke.de
Südrock,,,Essen,,info@suedrock.de
Viertelbar,,,Wuppertal,,info@viertel-bar.de
,,,,,
woanders,,,Menden,,booking@wo-anders.nrw
Zeche Carl,,,Essen,,info@zechecarl.de
Zikis Kneipe,,,Hamm,,zikiskneipe@web.de
Zum Anker,,,Duisburg,,flaschenpost@anker-ruhrort.de
Region Bremen,,,,,
Alte Post,,,Sandhatten,,info@altepost-sandhatten.de
Arberger Hof,,,Bremen,,info@arberger-hof.de
Bei Beppo,,,Oldenburg,,info@beibeppo.net
Bergwerk,,,Quelkhorn,,info@bergwerk-quelkhorn.de
Bistro Journal,,,Schwanewede,,info@journal-schwanewede.de
De Fiets,,,Bremerhaven,,cafedefiets4@gmail.com
Dingsteder Krug,,,Hatten,,info@dingsteder-krug.de
Gewölbe Vegesack,,,Bremen,,info@gewoelbe-vegesack.de
Harrier Hof,,,Brake,,info@harrierhof.de
Heldenbar,,,Bremen,,heldenbar.bremen@gmail.com
Horizont,,,Bremen,,info@horizont-bremen.de
Klimperkasten,,,Stelle,,klimperkasten-stelle@web.de
Konzertdiele Moorhausen,,,Elsfleth,,charlie.koopmann@t-online.de
Kuddels Musikkneipe,,,Bremerhaven,,kuddels-musikkneipe@gmx.de
,,,,,
Lila Eule,,,Bremen,,info@lilaeule.de
,,,,,
Nunatak,,,Bremen,,nunatak@quartier-bremen.de
,,,,,
Shakespeares Theater Pub,,,Weyhe,,info@weyhertheater.de
Tivoli Pub,,,Bremerhaven,,pfefferkornbremerhaven@gmail.com
Villa Sponte,,,Bremen,,info@villa-sponte.de
Zur scharfen Ecke,,,Sande,,mozartsande@yahoo.de
Region Frankfurt,,,,,
Backstage,,,Fulda,,https://backstage-fulda.weebly.com/kontakt.html
,,,,,
Bistro Cozy,,,Weilburg,,email@bistro-cozy.de
Der Weinländer,,,Wiesbaden,,frank.pauli@der-weinlaender.de
Erbse Dillenburg,,,Dillenburg,,info@erbse-dillenburg.de
Feinstaub,,,Frankfurt,,kontakt@dasfeinstaub.de
Garniers Keller,,,Friedrichsdorf,,garnierskeller@gmx.de
Hafen 2,,,Offenbach,,kontakt@hafen2.net
Hanau A Gogo,,,Hanau,,info@hanauagogo.de
,,,,,
Mosaik Jazzbar,,,Frankfurt,,tbennour@gmx.de
Musikpub Schlitz,,,Schlitz,,info@musikpub-schlitz.de
Wiener Hof,,,Offenbach,,https://www.wiener-hof.de/kontakt.php?sID=5
Wunderbar Weite Welt,,,Eppstein,,mail@wunderbar-weitewelt.de
Region Stuttgart,,,,,
a.l.s.o. kulturcafe,,,Schwäbisch Gmünd,,kulturcafe@alsogmuend.de
Alte Seegrassspinnerei,,,Nürtingen,,verein@tvfk.de
Anker,,,Filderstadt,,info@anker-bernhausen.de
Bistro Domizil,,,Leonberg,,marie.mattner@bistro-domizil.de
Cafe de Ville,,,Schorndorf,,mail@cafedeville.de
Cafe Galao,,,Stuttgart,,booking@galao-stuttgart.de
Cafe Haag,,,Tübingen,,mittwochsbuehne@gmail.com
Cafe Nepomuk,,,Reutlingen,,cultureclub@cafe-nepomuk.de
Club Bambule,,,Göppingen,,gernot.zoeller@cvjm-gp.de
,,,,,
Club Voltaire,,,Tübingen,,buero@club-voltaire.net
Danziger Stüble,,,Stuttgart,,
Krone Alt Hoheneck,,,Ludwigsburg,,info@kultur-althoheneck.de
Die Halle,,,Reichenbach/Fils,,florian.pfirrmann@diehalle.de
Die Luke,,,Ludwigsburg,,booking@die-luke.info
,,,,,
Gasthaus Lamm,,,Starzach,,kontakt@lamm.com.de
K3,,,Villingen-Schwenningen,,booking.k3@villingen-schwenningen.de
,,,,,
Power Tower,,,Böblingen,,info@power-tower-boeblingen.de
Provisorium,,,Nürtingen,,booking@provisorium-nt.de
Republik Rockbar,,,Leonberg,,info@republik-rockbar.de
Ribingurumu,,,Stuttgart,,office@ribingurumu.tv
Ritterstueble,,,Stuttgart,,musik@ritterstueble.de
Uhlenspiegel,,,Rutesheim,,info@uhlenspiegel.de
Region Köln/Bonn,,,,,
Bistro Weyers,,,Refrath,,manuela@weyers-gl.de
Cafe Helmholtz,,,Köln,,post@cafe-helmholtz.de
Conrads Couch,,,Bergisch Gladbach,,conrads-couch@netcologne.de
Die Wohngemeinschaft,,,Köln,,https://www.die-wohngemeinschaft.net/en/booking/
Eifeler Musikcafe,,,Dahlem,,info@eifelermusikcafe.de
,,,,,
Essigfabrik,,,Köln,,info@essig-fabrik.de
Rhythm & Shake,,,Köln,,rhythmandshake@gmail.com
Flora 6,,,Köln,,0221 / 346 636 22
Folk Club Bonn,,,Bonn,,folkclubbonn@googlemail.com
Franz,,,Aachen,,info@aachen-franz.de
Heimathirsch,,,Köln,,heimathirsch@netcologne.de
Hinterhofsalon,,,Köln,,info@hinterhofsalon.de
Jugendkulturcafe Franzmann,,,Düsseldorf,,tim.olbrich@kja.de
KOMM,,,Düren,,info@komm-dueren.de
kostbar,,,Düsseldorf,,info@kostbar-düsseldorf.de
Kulturausbesserungswerk,,,Leverkusen,,musik@kulturausbesserungswerk.de
Kulturcafe Lichtung,,,Köln,,kulturcafelichtung@googlemail.com
Kultus,,,Grevenbroich,,stefan.wehlings@kja.de
Löf Eventlokal,,,Remscheid,,kontakt@loef-remscheid.de
Mausefalle,,,Bonn,,georg@mausefalle-bonn.de
Max & Moritz,,,Neuss,,tom74tom@gmail.com
Panoptikum,,,Lüdenscheid,,https://www.facebook.com/pg/panoptikumistmusik/about/?ref=page_internal
Rio,,,Eschweiler,,kontakt@rio-eschweiler.de
Rockin Roosters Club,,,Haan,,https://rockinroosterclub.de/?page_id=3472
Saxobar,,,Remscheid,,hallo@saxobar.de
Swane Cafe,,,Wuppertal,,info@swane-fairecycledesign.com
Toms Musikkeller,,,Enkirch,,tom@t-o-m-s.de
Zone Blues Bar,,,Bonn,,zony@gmx.de
Zuhause,,,Aachen,,https://zuhause-aachen.de/livemusik/bandanfragen
Zur alten Post,,,Wegberg,,freddys-post@gmx.de
,,,,,
Statt Cafe,,,Kiel,,mail@statt-cafe-kiel.de
Kulturforum,,,Kiel,,veranstaltungen@kiel.de
latest pop,,,Bremen,,latestpopconcerts@gmail.com
Haus am Walde,,,Bremen,,info@hausamwalde-bremen.de
Litfass,,,Bremen,,litfass.veranstaltungen@gmail.com
Papp,,,Bremen,,tinte@kulturkraken.de
Kleine Bühne,,,Wetzlar,,
Kulturhof,,,Flensburg,,hallo@kulturhof-flensburg.de
Plan B,,,Heide,,planb-heide@outlook.de
Kulturwerkstatt Kühlhaus,,,Flensburg,,info@kuehlhaus.net
Funambules,,,Lübeck,,info@funambules.de
Lütt Matten,,,Garding,,moin@luettmatten-garding.de
Düne,,,Geesthacht,,kontakt@duene-geesthacht.de
Mones Lime Mountain Saloon,,,Segeberg,,info@mones-segeberg.de
Bunker Ulmenwall,,,Bielefeld,,info@bunker-ulmenwall.de
,,,,,
Garage,,,Peine,,garage.peine@web.de
Shorty Media,,,Braunschweig,,shortyradioemergency@gmail.com
Backpacker's Inn,,,Einbeck,,info@backpackersinn.de
Black Sheep Pub,,,Paderborn,,info@blacksheep-pub.de
Cafe Nun,,,Karlsruhe,,
Shock Records,,,Osnabrück,,musik@shock-records.de
3er Krug,,,Detmold,,dreierkrug@web.de
Kulturbahnhof,,,Uslar,,info@kulturbahnhof-uslar.de
Falkendom,,,Bielefeld,,booking@falkendom.de
Kulturfabrik Löseke,,,Hildesheim,,swehner@kufa.info
Aladin Music Hall,,,Bremen,,info@aladin-bremen.de
Irish Pub,,,Sylt,,#ERROR!
360 Grad Bar,,,Fehmarn,,info@360gradbar.de
Mauclub,,,Rostock,,booking@mauclub.de
Peter Weiss Haus,,,Rostock,,booking@peterweisshaus.de
Studentenkeller,,,Rostock,,vorsitzender@studentenkeller.de
New Orleans,,,Wismar,,service@hotel-new-orleans.de
Dirty + Dancing,,,Osnabrück,,dirty.plus.dancing@gmail.com
Unikeller,,,Osnabrück,,booking@unikeller.de
Rosenhof,,,Osnabrück,,info@rosenhof-os.de
Hyde Park,,,Osnabrück,,info@hyde-park.de
Blue Note,,,Osnabrück,,christian.sassnick@cinema-arthouse.de
Zauber von Os,,,Osnabrück,,kontakt@zauber-os.de
Kieler Schaubude,,,Kiel,,booking@gokielyourself.de
Prinz Willy,,,Kiel,,info@prinzwilly.de
Schnoory's Tavern,,,Kiel,,schnoori-b@web.de
Konzertmuschel Laboe,,,Laboe,,buergermeister@laboe.de
Volksbad Flensburg,,,Flensburg,,volksbad.flensburg@t-online.de
Klähblatt Pub,,,Flensburg,,info@klähblatt.de
,,,,,
C.ulturgut,,,Flensburg,,kontakt@culturgut.eu
Iismeer,,,Sylt,,info@iismeer.de
Chaosbar,,,Sylt,,info@chaosbar-sylt.de
Strandbar Strukkamp,,,Fehmarn,,ole.neumann93@googlemail.com
Buddelbar,,,Timmendorfer Strand,,roehrl@buddel.bar
Studentenclub Block 17,,,Wismar,,mail@block17.de
Bunker,,,Rostock,,kombinatsleitung@bunker-rostock.de.
Cafe Rostock,,,Rostock,,booking@cafe-rostock.de
Nordlicht,,,Rostock,,kontakt@nordlicht-rostock.de
Ursprung,,,Rostock,,astrid.hanisch@ursprung-rostock.de
UmBauBar,,,Oldenburg,,booking@umbaubar.net
Die Flänzburch,,,Oldenburg,,info@die-flaenzburch.de
MTS Records,,,Oldenburg,,#ERROR!
Alluvium,,,Oldenburg,,alluvium@gmx.de
,,,,,
,,,,,
Singers & Players,,,Oldenburg,,info@singersplayersclub.de
Muddy,,,Vegesack,,info@muddy.de
werk3,,,Schwerin,,amadeus@klangwert.com
The Scotsman Pub,,,Schwerin,,#ERROR!
Cafe Klatsch,,,Lüneburg,,mail@cafe-klatsch.org
Salon Hansen,,,Lüneburg,,booking@salonhansen.com
Kulturforum,,,Lüneburg,,kufo@kulturforum-lueneburg.de
Jekyll & Hyde,,,Lüneburg,,contact@jekyll-hyde-lueneburg.de
Kniestedter Kirche,,,Salzgitter,,info@kniki.de
Rockcafe Salzgitter,,,Salzgitter,,info@rockcafe-salzgitter.de
KuBa,,,Wolfenbüttel,,info@kuba-halle.de
Harz Mountains Ranch,,,Harz,,
E-Werk,,,Blankenburg (Harz),,info@ewerk-blankenburg.de
Wipertihof,,,Quedlinburg,,info@wipertihof.de
Factory,,,Magdeburg,,info@factory-magdeburg.de
Bluenote,,,Magdeburg,,info@bluenote-md.de
Moritzhof,,,Magdeburg,,info@moritzhof-magdeburg.de
Kulturscheune,,,Olvenstedt,,kulturscheune@olvenstedt.de
Mückenwirt,,,Magdeburg,,info@mueckenwirt.de
Kulturzentrum Feuerwache,,,Magdeburg,,mail@feuerwachemd.de
Büdchen am Westerberg,,,Osnabrück,,info@buedchen-os.de
Chicago Bistro,,,Kassel,,#ERROR!
Kulturfabrik Salzmann,,,Kassel,,info@kulturfabrik-kassel.de
Alt Berliner Destille,,,Kassel,,info@altberlinerdestille.de
The Shamrock,,,Kassel,,info@irishpubkassel.com
Shelter Sounds,,,Kassel,,landeck@die-posaune.de
Chacal Kassel,,,Kassel,,chacalkassel@gmail.com
Hot Legs,,,Kassel,,info@hot-legs-kassel.de
Alles ist gut,,,Paderborn,,info@allesistgut-pb.de.
AKKA,,,Paderborn,,info@akka-paderborn.de
,,,,,
Kulturbar Lenz,,,Paderborn,,lenz-booking@gmx.de
The Auld Triangle,,,Paderborn,,the-auld-triangle@paderborn.com
Zeitgeist,,,Paderborn,,kontakt@zeitgeist-paderborn.de
Lötlampe,,,Paderborn,,b_wuebbeke@web.de
Nummer zu Platz,,,Bielefeld,,kontakt@nrzp.de
Potemkin Bar,,,Bielefeld,,?
Max Raebel,,,Bielefeld,,Kontakt@MaxRaebel.de
Zweischlingen,,,Bielefeld,,kontakt@zweischlingen-gastro.de
Spökes,,,Bielefeld,,thomasscheffler@online.de
Strandbar Santa Maria,,,Bielefeld,,musik@strandbar-santamaria.de
Nordpol,,,Bielefeld,,eleniz@web.de
Faces Lounge & Bar,,,Bielefeld,,faces.bielefeld@legere-hotels-online.com
Roadhouse,,,Rheda-Wiedenbrück,,info@roadhouse-germany.de
Die Weberei,,,Gütersloh,,info@die-weberei.de
Greens Pub,,,Gütersloh,,info@greens-pub.de
,,,,,
Bar ONE,,,Warendorf,,baronewarendorf@web.de
Cafe Pension Schmidt,,,Münster,,niklas@pensionschmidt.se
Gorilla Bar,,,Münster,,booking@gorilla-bar.de
Jovel Music hall,,,Münster,,info@jovel.de
Plan B,,,Münster,,swilk611@gmail.com
Beatclub Greven,,,Greven,,fw.lanwer@gmx.de
Skaters Palace,,,Münster,,info@skaters-palace.de
,,,,,
Gleis22,,,Münster,,frank@gleis22.de
Cafe a Go Go,,,Düsseldorf,,kallen-gogo@gmx.de
Atelier Bar,,,Münster,,info@atelier-bar.de
Schwarzes Schaf,,,Münster,,info@schaf.ms
Herr Sonnenschein,,,Münster,,#ERROR!
Lieschen Müller,,,Münster,,lieschenmuenster@gmail.com
SpecOps Network,,,Münster,,info@spec-ops.de
,,,,,
Sportsbar Triangel,,,Ibbenbüren,,sportsbartriangel@gmx.de
yessss.music,,,Rheine,,yessss.music@gmx.de
Landhaus Rickermann,,,Reckenfeld,,landhaus-rickermann@t-online.de
Art Rock Cafe,,,Gronau,,?
Kock's Wirtshaus,,,Gronau,,info@kocks-wirtshaus.de
Deck 2,,,Buxtehude,,Info@malerschule-deck2.de
Namenlos,,,Bonn,,info@nmnls.de
Tsunami,,,Köln,,booking@tsunami-club.de
Rote Lola,,,Münster,,booking@rotelola.de
Hardy's,,,Hamm,,info@hardys-hamm.de
Crocodile,,,Hagen,,magnus.peters@crocodile-hagen.de
Enge Weste,,,Hagen,,carell.r@gmx.de
das Allegro,,,Dortmund,,info@das-allegro-dortmund.de
